Space name,Source Type,Package Name,Package Version,Ecosystem,Vulnerability ID,Severity,Aliases,Cwe_Ids,Severity_score,Group IDs,Experimental Analysis
,lockfile,twisted,18.7.0,PyPI,GHSA-92x2-jw7w-xvvx,HIGH,"CVE-2022-21712,PYSEC-2022-27","CWE-200,CWE-346",CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:N/VC:H/VI:N/VA:N/SC:N/SI:N/SA:N,"PYSEC-2022-27,GHSA-92x2-jw7w-xvvx",
,lockfile,twisted,18.7.0,PyPI,GHSA-c2jg-hw38-jrqq,CRITICAL,"CVE-2022-24801,PYSEC-2022-195",CWE-444,CVSS:4.0/AV:N/AC:L/AT:P/PR:N/UI:N/VC:H/VI:H/VA:H/SC:N/SI:N/SA:N,"PYSEC-2022-195,GHSA-c2jg-hw38-jrqq",
,lockfile,twisted,18.7.0,PyPI,GHSA-c8m8-j448-xjx7,MODERATE,CVE-2024-41671,CWE-444,CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:N/VC:L/VI:L/VA:L/SC:L/SI:L/SA:L,GHSA-c8m8-j448-xjx7,
,lockfile,twisted,18.7.0,PyPI,GHSA-cf56-g6w6-pqq2,MODERATE,"CVE-2024-41810,PYSEC-2024-75",CWE-79,CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:P/VC:N/VI:N/VA:N/SC:L/SI:L/SA:N,"PYSEC-2024-75,GHSA-cf56-g6w6-pqq2",
,lockfile,twisted,18.7.0,PyPI,GHSA-h96w-mmrf-2h6v,CRITICAL,"CVE-2020-10108,PYSEC-2020-259","CWE-20,CWE-444",CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:N/VC:H/VI:H/VA:H/SC:N/SI:N/SA:N,"PYSEC-2020-259,GHSA-h96w-mmrf-2h6v",
,lockfile,twisted,18.7.0,PyPI,GHSA-p5xh-vx83-mxcj,CRITICAL,"CVE-2020-10109,PYSEC-2020-260",CWE-444,CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:N/VC:H/VI:H/VA:H/SC:N/SI:N/SA:N,"PYSEC-2020-260,GHSA-p5xh-vx83-mxcj",
,lockfile,twisted,18.7.0,PyPI,GHSA-vg46-2rrj-3647,MODERATE,CVE-2022-39348,"CWE-79,CWE-80",CVSS:4.0/AV:N/AC:L/AT:N/PR:L/UI:P/VC:N/VI:N/VA:N/SC:L/SI:L/SA:N,GHSA-vg46-2rrj-3647,
,lockfile,twisted,18.7.0,PyPI,GHSA-xc8x-vp79-p3wm,MODERATE,"CVE-2023-46137,PYSEC-2023-224",CWE-444,CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:N/VC:N/VI:L/VA:N/SC:N/SI:N/SA:N,"PYSEC-2023-224,GHSA-xc8x-vp79-p3wm",
,lockfile,twisted,18.7.0,PyPI,PYSEC-2019-128,,"CVE-2019-12387,GHSA-6cc5-2vg4-cc7m",,,"PYSEC-2019-128,GHSA-6cc5-2vg4-cc7m",
,lockfile,twisted,18.7.0,PyPI,PYSEC-2019-129,,"CVE-2019-12855,GHSA-65rm-h285-5cc5",,,"PYSEC-2019-129,GHSA-65rm-h285-5cc5",
,lockfile,twisted,18.7.0,PyPI,PYSEC-2020-259,,"CVE-2020-10108,GHSA-h96w-mmrf-2h6v",,,"PYSEC-2020-259,GHSA-h96w-mmrf-2h6v",
,lockfile,twisted,18.7.0,PyPI,PYSEC-2020-260,,"CVE-2020-10109,GHSA-p5xh-vx83-mxcj",,,"PYSEC-2020-260,GHSA-p5xh-vx83-mxcj",
,lockfile,twisted,18.7.0,PyPI,PYSEC-2022-195,,"CVE-2022-24801,GHSA-c2jg-hw38-jrqq",,,"PYSEC-2022-195,GHSA-c2jg-hw38-jrqq",
,lockfile,twisted,18.7.0,PyPI,PYSEC-2022-27,,"CVE-2022-21712,GHSA-92x2-jw7w-xvvx",,,"PYSEC-2022-27,GHSA-92x2-jw7w-xvvx",
,lockfile,twisted,18.7.0,PyPI,PYSEC-2023-224,,"CVE-2023-46137,GHSA-xc8x-vp79-p3wm",,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:L/A:N,"PYSEC-2023-224,GHSA-xc8x-vp79-p3wm",
,lockfile,twisted,18.7.0,PyPI,PYSEC-2024-75,,"CVE-2024-41810,GHSA-cf56-g6w6-pqq2",,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:C/C:L/I:L/A:N,"PYSEC-2024-75,GHSA-cf56-g6w6-pqq2",
,lockfile,twisted,21.7.0,PyPI,GHSA-92x2-jw7w-xvvx,HIGH,"CVE-2022-21712,PYSEC-2022-27","CWE-200,CWE-346",CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:N/VC:H/VI:N/VA:N/SC:N/SI:N/SA:N,"PYSEC-2022-27,GHSA-92x2-jw7w-xvvx",
,lockfile,twisted,21.7.0,PyPI,GHSA-c2jg-hw38-jrqq,CRITICAL,"CVE-2022-24801,PYSEC-2022-195",CWE-444,CVSS:4.0/AV:N/AC:L/AT:P/PR:N/UI:N/VC:H/VI:H/VA:H/SC:N/SI:N/SA:N,"PYSEC-2022-195,GHSA-c2jg-hw38-jrqq",
,lockfile,twisted,21.7.0,PyPI,GHSA-c8m8-j448-xjx7,MODERATE,CVE-2024-41671,CWE-444,CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:N/VC:L/VI:L/VA:L/SC:L/SI:L/SA:L,GHSA-c8m8-j448-xjx7,
,lockfile,twisted,21.7.0,PyPI,GHSA-cf56-g6w6-pqq2,MODERATE,"CVE-2024-41810,PYSEC-2024-75",CWE-79,CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:P/VC:N/VI:N/VA:N/SC:L/SI:L/SA:N,"PYSEC-2024-75,GHSA-cf56-g6w6-pqq2",
,lockfile,twisted,21.7.0,PyPI,GHSA-rv6r-3f5q-9rgx,HIGH,"CVE-2022-21716,PYSEC-2022-160","CWE-120,CWE-770",CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:N/VC:N/VI:N/VA:H/SC:N/SI:N/SA:N,"PYSEC-2022-160,GHSA-rv6r-3f5q-9rgx",
,lockfile,twisted,21.7.0,PyPI,GHSA-vg46-2rrj-3647,MODERATE,CVE-2022-39348,"CWE-79,CWE-80",CVSS:4.0/AV:N/AC:L/AT:N/PR:L/UI:P/VC:N/VI:N/VA:N/SC:L/SI:L/SA:N,GHSA-vg46-2rrj-3647,
,lockfile,twisted,21.7.0,PyPI,GHSA-xc8x-vp79-p3wm,MODERATE,"CVE-2023-46137,PYSEC-2023-224",CWE-444,CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:N/VC:N/VI:L/VA:N/SC:N/SI:N/SA:N,"PYSEC-2023-224,GHSA-xc8x-vp79-p3wm",
,lockfile,twisted,21.7.0,PyPI,PYSEC-2022-160,,"CVE-2022-21716,GHSA-rv6r-3f5q-9rgx",,,"PYSEC-2022-160,GHSA-rv6r-3f5q-9rgx",
,lockfile,twisted,21.7.0,PyPI,PYSEC-2022-195,,"CVE-2022-24801,GHSA-c2jg-hw38-jrqq",,,"PYSEC-2022-195,GHSA-c2jg-hw38-jrqq",
,lockfile,twisted,21.7.0,PyPI,PYSEC-2022-27,,"CVE-2022-21712,GHSA-92x2-jw7w-xvvx",,,"PYSEC-2022-27,GHSA-92x2-jw7w-xvvx",
,lockfile,twisted,21.7.0,PyPI,PYSEC-2023-224,,"CVE-2023-46137,GHSA-xc8x-vp79-p3wm",,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:L/A:N,"PYSEC-2023-224,GHSA-xc8x-vp79-p3wm",
,lockfile,twisted,21.7.0,PyPI,PYSEC-2024-75,,"CVE-2024-41810,GHSA-cf56-g6w6-pqq2",,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:C/C:L/I:L/A:N,"PYSEC-2024-75,GHSA-cf56-g6w6-pqq2",
,lockfile,twisted,22.1.0,PyPI,GHSA-c2jg-hw38-jrqq,CRITICAL,"CVE-2022-24801,PYSEC-2022-195",CWE-444,CVSS:4.0/AV:N/AC:L/AT:P/PR:N/UI:N/VC:H/VI:H/VA:H/SC:N/SI:N/SA:N,"PYSEC-2022-195,GHSA-c2jg-hw38-jrqq",
,lockfile,twisted,22.1.0,PyPI,GHSA-c8m8-j448-xjx7,MODERATE,CVE-2024-41671,CWE-444,CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:N/VC:L/VI:L/VA:L/SC:L/SI:L/SA:L,GHSA-c8m8-j448-xjx7,
,lockfile,twisted,22.1.0,PyPI,GHSA-cf56-g6w6-pqq2,MODERATE,"CVE-2024-41810,PYSEC-2024-75",CWE-79,CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:P/VC:N/VI:N/VA:N/SC:L/SI:L/SA:N,"PYSEC-2024-75,GHSA-cf56-g6w6-pqq2",
,lockfile,twisted,22.1.0,PyPI,GHSA-rv6r-3f5q-9rgx,HIGH,"CVE-2022-21716,PYSEC-2022-160","CWE-120,CWE-770",CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:N/VC:N/VI:N/VA:H/SC:N/SI:N/SA:N,"PYSEC-2022-160,GHSA-rv6r-3f5q-9rgx",
,lockfile,twisted,22.1.0,PyPI,GHSA-vg46-2rrj-3647,MODERATE,CVE-2022-39348,"CWE-79,CWE-80",CVSS:4.0/AV:N/AC:L/AT:N/PR:L/UI:P/VC:N/VI:N/VA:N/SC:L/SI:L/SA:N,GHSA-vg46-2rrj-3647,
,lockfile,twisted,22.1.0,PyPI,GHSA-xc8x-vp79-p3wm,MODERATE,"CVE-2023-46137,PYSEC-2023-224",CWE-444,CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:N/VC:N/VI:L/VA:N/SC:N/SI:N/SA:N,"PYSEC-2023-224,GHSA-xc8x-vp79-p3wm",
,lockfile,twisted,22.1.0,PyPI,PYSEC-2022-160,,"CVE-2022-21716,GHSA-rv6r-3f5q-9rgx",,,"PYSEC-2022-160,GHSA-rv6r-3f5q-9rgx",
,lockfile,twisted,22.1.0,PyPI,PYSEC-2022-195,,"CVE-2022-24801,GHSA-c2jg-hw38-jrqq",,,"PYSEC-2022-195,GHSA-c2jg-hw38-jrqq",
,lockfile,twisted,22.1.0,PyPI,PYSEC-2023-224,,"CVE-2023-46137,GHSA-xc8x-vp79-p3wm",,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:L/A:N,"PYSEC-2023-224,GHSA-xc8x-vp79-p3wm",
,lockfile,twisted,22.1.0,PyPI,PYSEC-2024-75,,"CVE-2024-41810,GHSA-cf56-g6w6-pqq2",,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:C/C:L/I:L/A:N,"PYSEC-2024-75,GHSA-cf56-g6w6-pqq2",
,lockfile,twisted,22.10.0,PyPI,GHSA-c8m8-j448-xjx7,MODERATE,CVE-2024-41671,CWE-444,CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:N/VC:L/VI:L/VA:L/SC:L/SI:L/SA:L,GHSA-c8m8-j448-xjx7,
,lockfile,twisted,22.10.0,PyPI,GHSA-cf56-g6w6-pqq2,MODERATE,"CVE-2024-41810,PYSEC-2024-75",CWE-79,CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:P/VC:N/VI:N/VA:N/SC:L/SI:L/SA:N,"PYSEC-2024-75,GHSA-cf56-g6w6-pqq2",
,lockfile,twisted,22.10.0,PyPI,GHSA-xc8x-vp79-p3wm,MODERATE,"CVE-2023-46137,PYSEC-2023-224",CWE-444,CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:N/VC:N/VI:L/VA:N/SC:N/SI:N/SA:N,"PYSEC-2023-224,GHSA-xc8x-vp79-p3wm",
,lockfile,twisted,22.10.0,PyPI,PYSEC-2023-224,,"CVE-2023-46137,GHSA-xc8x-vp79-p3wm",,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:L/A:N,"PYSEC-2023-224,GHSA-xc8x-vp79-p3wm",
,lockfile,twisted,22.10.0,PyPI,PYSEC-2024-75,,"CVE-2024-41810,GHSA-cf56-g6w6-pqq2",,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:C/C:L/I:L/A:N,"PYSEC-2024-75,GHSA-cf56-g6w6-pqq2",
,lockfile,twisted,22.2.0,PyPI,GHSA-c2jg-hw38-jrqq,CRITICAL,"CVE-2022-24801,PYSEC-2022-195",CWE-444,CVSS:4.0/AV:N/AC:L/AT:P/PR:N/UI:N/VC:H/VI:H/VA:H/SC:N/SI:N/SA:N,"PYSEC-2022-195,GHSA-c2jg-hw38-jrqq",
,lockfile,twisted,22.2.0,PyPI,GHSA-c8m8-j448-xjx7,MODERATE,CVE-2024-41671,CWE-444,CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:N/VC:L/VI:L/VA:L/SC:L/SI:L/SA:L,GHSA-c8m8-j448-xjx7,
,lockfile,twisted,22.2.0,PyPI,GHSA-cf56-g6w6-pqq2,MODERATE,"CVE-2024-41810,PYSEC-2024-75",CWE-79,CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:P/VC:N/VI:N/VA:N/SC:L/SI:L/SA:N,"PYSEC-2024-75,GHSA-cf56-g6w6-pqq2",
,lockfile,twisted,22.2.0,PyPI,GHSA-vg46-2rrj-3647,MODERATE,CVE-2022-39348,"CWE-79,CWE-80",CVSS:4.0/AV:N/AC:L/AT:N/PR:L/UI:P/VC:N/VI:N/VA:N/SC:L/SI:L/SA:N,GHSA-vg46-2rrj-3647,
,lockfile,twisted,22.2.0,PyPI,GHSA-xc8x-vp79-p3wm,MODERATE,"CVE-2023-46137,PYSEC-2023-224",CWE-444,CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:N/VC:N/VI:L/VA:N/SC:N/SI:N/SA:N,"PYSEC-2023-224,GHSA-xc8x-vp79-p3wm",
,lockfile,twisted,22.2.0,PyPI,PYSEC-2022-195,,"CVE-2022-24801,GHSA-c2jg-hw38-jrqq",,,"PYSEC-2022-195,GHSA-c2jg-hw38-jrqq",
,lockfile,twisted,22.2.0,PyPI,PYSEC-2023-224,,"CVE-2023-46137,GHSA-xc8x-vp79-p3wm",,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:L/A:N,"PYSEC-2023-224,GHSA-xc8x-vp79-p3wm",
,lockfile,twisted,22.2.0,PyPI,PYSEC-2024-75,,"CVE-2024-41810,GHSA-cf56-g6w6-pqq2",,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:C/C:L/I:L/A:N,"PYSEC-2024-75,GHSA-cf56-g6w6-pqq2",
,lockfile,werkzeug,0.14.1,PyPI,GHSA-2g68-c3qc-8985,HIGH,"CGA-4f6v-wx38-68gq,CVE-2024-34069",CWE-352,CVSS:3.1/AV:N/AC:H/PR:N/UI:R/S:U/C:H/I:H/A:H,GHSA-2g68-c3qc-8985,
,lockfile,werkzeug,0.14.1,PyPI,GHSA-f9vj-2wh5-fj8j,MODERATE,CVE-2024-49766,CWE-22,CVSS:4.0/AV:N/AC:H/AT:N/PR:N/UI:N/VC:L/VI:N/VA:N/SC:N/SI:N/SA:N,GHSA-f9vj-2wh5-fj8j,
,lockfile,werkzeug,0.14.1,PyPI,GHSA-gq9m-qvpx-68hc,HIGH,"CVE-2019-14806,PYSEC-2019-140",CWE-331,CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:N/VC:H/VI:N/VA:N/SC:N/SI:N/SA:N,"PYSEC-2019-140,GHSA-gq9m-qvpx-68hc",
,lockfile,werkzeug,0.14.1,PyPI,GHSA-hrfv-mqp8-q5rw,MODERATE,"CVE-2023-46136,PYSEC-2023-221","CWE-400,CWE-787",CVSS:3.1/AV:A/AC:L/PR:L/UI:N/S:U/C:N/I:N/A:H,"PYSEC-2023-221,GHSA-hrfv-mqp8-q5rw",
,lockfile,werkzeug,0.14.1,PyPI,GHSA-j544-7q9p-6xp8,HIGH,CVE-2019-14322,CWE-22,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N,GHSA-j544-7q9p-6xp8,
,lockfile,werkzeug,0.14.1,PyPI,GHSA-px8h-6qxv-m22q,LOW,"CVE-2023-23934,PYSEC-2023-57",CWE-20,CVSS:3.1/AV:A/AC:H/PR:N/UI:R/S:U/C:N/I:L/A:N,"PYSEC-2023-57,GHSA-px8h-6qxv-m22q",
,lockfile,werkzeug,0.14.1,PyPI,GHSA-q34m-jh98-gwm2,MODERATE,CVE-2024-49767,CWE-400,CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:N/VC:N/VI:N/VA:L/SC:N/SI:N/SA:N,GHSA-q34m-jh98-gwm2,
,lockfile,werkzeug,0.14.1,PyPI,GHSA-xg9f-g7g7-2323,HIGH,"CVE-2023-25577,PYSEC-2023-58","CWE-400,CWE-770",CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,"PYSEC-2023-58,GHSA-xg9f-g7g7-2323",
,lockfile,werkzeug,0.14.1,PyPI,PYSEC-2019-140,,"CVE-2019-14806,GHSA-gq9m-qvpx-68hc",,,"PYSEC-2019-140,GHSA-gq9m-qvpx-68hc",
,lockfile,werkzeug,0.14.1,PyPI,PYSEC-2022-203,,CVE-2022-29361,,,PYSEC-2022-203,
,lockfile,werkzeug,0.14.1,PyPI,PYSEC-2023-221,,"CVE-2023-46136,GHSA-hrfv-mqp8-q5rw",,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,"PYSEC-2023-221,GHSA-hrfv-mqp8-q5rw",
,lockfile,werkzeug,0.14.1,PyPI,PYSEC-2023-57,,"CVE-2023-23934,GHSA-px8h-6qxv-m22q",,,"PYSEC-2023-57,GHSA-px8h-6qxv-m22q",
,lockfile,werkzeug,0.14.1,PyPI,PYSEC-2023-58,,"CVE-2023-25577,GHSA-xg9f-g7g7-2323",,,"PYSEC-2023-58,GHSA-xg9f-g7g7-2323",
