Space name,Source Type,Package Name,Package Version,Ecosystem,Vulnerability ID,Severity,Aliases,Cwe_Ids,Severity_score,Group IDs,Experimental Analysis
,lockfile,gradio,1.5.0,PyPI,GHSA-34rf-p3r3-58x2,MODERATE,CVE-2024-34511,,CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:H/I:L/A:N,GHSA-34rf-p3r3-58x2,
,lockfile,gradio,1.5.0,PyPI,GHSA-37qc-qgx6-9xjv,MODERATE,"CVE-2024-47166,PYSEC-2024-197",CWE-22,CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:N/VC:L/VI:N/VA:N/SC:N/SI:N/SA:N/U:Green,"PYSEC-2024-197,GHSA-37qc-qgx6-9xjv",
,lockfile,gradio,1.5.0,PyPI,GHSA-3c67-5hwx-f6wx,HIGH,"CVE-2024-47084,PYSEC-2024-196","CWE-285,CWE-346",CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:P/VC:H/VI:H/VA:H/SC:N/SI:N/SA:N,"PYSEC-2024-196,GHSA-3c67-5hwx-f6wx",
,lockfile,gradio,1.5.0,PyPI,GHSA-3f95-mxq2-2f63,HIGH,CVE-2024-1728,CWE-22,CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N,GHSA-3f95-mxq2-2f63,
,lockfile,gradio,1.5.0,PyPI,GHSA-3gf9-wv65-gwh9,MODERATE,CVE-2024-48052,CWE-918,CVSS:4.0/AV:N/AC:L/AT:N/PR:L/UI:N/VC:H/VI:N/VA:N/SC:N/SI:N/SA:N/E:P,GHSA-3gf9-wv65-gwh9,
,lockfile,gradio,1.5.0,PyPI,GHSA-3qqg-pgqq-3695,MODERATE,"CVE-2023-34239,PYSEC-2023-90",CWE-20,CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:N/VC:L/VI:L/VA:L/SC:N/SI:N/SA:N,"PYSEC-2023-90,GHSA-3qqg-pgqq-3695",
,lockfile,gradio,1.5.0,PyPI,GHSA-3x5j-9vwr-8rr5,MODERATE,"CVE-2023-25823,PYSEC-2023-16",CWE-798,CVSS:4.0/AV:N/AC:L/AT:P/PR:N/UI:N/VC:N/VI:L/VA:L/SC:N/SI:L/SA:L,"PYSEC-2023-16,GHSA-3x5j-9vwr-8rr5",
,lockfile,gradio,1.5.0,PyPI,GHSA-48cq-79qq-6f7x,MODERATE,CVE-2024-1727,CWE-352,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:N/I:N/A:L,GHSA-48cq-79qq-6f7x,
,lockfile,gradio,1.5.0,PyPI,GHSA-4q3c-cj7g-jcwf,MODERATE,"CVE-2024-47868,PYSEC-2024-217","CWE-200,CWE-22",CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:N/VC:L/VI:N/VA:N/SC:N/SI:N/SA:N,"PYSEC-2024-217,GHSA-4q3c-cj7g-jcwf",
,lockfile,gradio,1.5.0,PyPI,GHSA-576c-3j53-r9jj,MODERATE,"CVE-2024-47167,PYSEC-2024-215",CWE-918,CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:N/VC:L/VI:L/VA:L/SC:N/SI:N/SA:N,"PYSEC-2024-215,GHSA-576c-3j53-r9jj",
,lockfile,gradio,1.5.0,PyPI,GHSA-5cpq-9538-jm2j,HIGH,CVE-2024-8966,CWE-400,CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,GHSA-5cpq-9538-jm2j,
,lockfile,gradio,1.5.0,PyPI,GHSA-6qm2-wpxq-7qh2,HIGH,"CVE-2023-51449,PYSEC-2023-249",CWE-22,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:L/A:L,"PYSEC-2023-249,GHSA-6qm2-wpxq-7qh2",
,lockfile,gradio,1.5.0,PyPI,GHSA-6v6g-j5fq-hpvw,HIGH,"CVE-2024-4941,PYSEC-2024-184","CWE-20,CWE-22",CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N,"PYSEC-2024-184,GHSA-6v6g-j5fq-hpvw",
,lockfile,gradio,1.5.0,PyPI,GHSA-77xq-6g77-h274,MODERATE,"CVE-2024-47164,PYSEC-2024-213",CWE-22,CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:N/VC:L/VI:L/VA:N/SC:N/SI:N/SA:N,"PYSEC-2024-213,GHSA-77xq-6g77-h274",
,lockfile,gradio,1.5.0,PyPI,GHSA-7v2w-h4gh-w5cv,MODERATE,CVE-2024-8021,CWE-601,CVSS:3.0/AV:N/AC:L/PR:N/UI:R/S:U/C:L/I:L/A:N,GHSA-7v2w-h4gh-w5cv,
,lockfile,gradio,1.5.0,PyPI,GHSA-89v2-pqfv-c5r9,MODERATE,"CVE-2024-47165,PYSEC-2024-214","CWE-285,CWE-346",CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:P/VC:L/VI:L/VA:N/SC:N/SI:N/SA:N,"PYSEC-2024-214,GHSA-89v2-pqfv-c5r9",
,lockfile,gradio,1.5.0,PyPI,GHSA-8c87-gvhj-xm8m,HIGH,"CVE-2024-47867,PYSEC-2024-216","CWE-345,CWE-494",CVSS:4.0/AV:N/AC:H/AT:N/PR:N/UI:A/VC:H/VI:H/VA:H/SC:N/SI:N/SA:N,"PYSEC-2024-216,GHSA-8c87-gvhj-xm8m",
,lockfile,gradio,1.5.0,PyPI,GHSA-973g-55hp-3frw,HIGH,CVE-2024-4325,CWE-918,CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:C/C:H/I:N/A:N,GHSA-973g-55hp-3frw,
,lockfile,gradio,1.5.0,PyPI,GHSA-f3h9-8phc-6gvh,HIGH,CVE-2024-0964,CWE-22,CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N,GHSA-f3h9-8phc-6gvh,
,lockfile,gradio,1.5.0,PyPI,GHSA-f8xq-q7px-wg8c,HIGH,"CVE-2022-24770,PYSEC-2022-229",CWE-1236,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,"PYSEC-2022-229,GHSA-f8xq-q7px-wg8c",
,lockfile,gradio,1.5.0,PyPI,GHSA-g6c9-f4xm-9j4x,MODERATE,CVE-2024-4940,CWE-601,CVSS:3.0/AV:N/AC:L/PR:N/UI:R/S:U/C:L/I:L/A:N,GHSA-g6c9-f4xm-9j4x,
,lockfile,gradio,1.5.0,PyPI,GHSA-g9cj-cfpp-4g2x,HIGH,CVE-2024-1561,CWE-29,CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N,GHSA-g9cj-cfpp-4g2x,
,lockfile,gradio,1.5.0,PyPI,GHSA-gqvf-3hgp-5hxv,CRITICAL,"CVE-2023-6572,PYSEC-2023-255","CWE-200,CWE-77",CVSS:3.0/AV:N/AC:L/PR:L/UI:N/S:C/C:H/I:H/A:N,"PYSEC-2023-255,GHSA-gqvf-3hgp-5hxv",
,lockfile,gradio,1.5.0,PyPI,GHSA-gvv6-33j7-884g,MODERATE,"CVE-2024-47872,PYSEC-2024-220",CWE-79,CVSS:4.0/AV:N/AC:L/AT:N/PR:L/UI:A/VC:N/VI:N/VA:N/SC:L/SI:L/SA:N,"PYSEC-2024-220,GHSA-gvv6-33j7-884g",
,lockfile,gradio,1.5.0,PyPI,GHSA-hm3c-93pg-4cxw,LOW,"CVE-2024-47168,PYSEC-2024-198",CWE-670,CVSS:4.0/AV:N/AC:L/AT:P/PR:L/UI:N/VC:L/VI:N/VA:N/SC:N/SI:N/SA:N,"PYSEC-2024-198,GHSA-hm3c-93pg-4cxw",
,lockfile,gradio,1.5.0,PyPI,GHSA-hmx6-r76c-85g9,MODERATE,CVE-2024-1729,CWE-367,CVSS:3.0/AV:N/AC:H/PR:N/UI:N/S:U/C:H/I:N/A:N,GHSA-hmx6-r76c-85g9,
,lockfile,gradio,1.5.0,PyPI,GHSA-j2jg-fq62-7c3h,CRITICAL,CVE-2025-23042,"CWE-178,CWE-285",CVSS:4.0/AV:N/AC:L/AT:P/PR:N/UI:N/VC:H/VI:H/VA:N/SC:N/SI:N/SA:N,GHSA-j2jg-fq62-7c3h,
,lockfile,gradio,1.5.0,PyPI,GHSA-j757-pf57-f8r4,MODERATE,"CVE-2024-47869,PYSEC-2024-199","CWE-203,CWE-208",CVSS:4.0/AV:N/AC:H/AT:N/PR:N/UI:N/VC:L/VI:N/VA:N/SC:N/SI:N/SA:N,"PYSEC-2024-199,GHSA-j757-pf57-f8r4",
,lockfile,gradio,1.5.0,PyPI,GHSA-m842-4qm8-7gpq,CRITICAL,,,CVSS:4.0/AV:N/AC:H/AT:N/PR:N/UI:N/VC:H/VI:H/VA:H/SC:N/SI:N/SA:N,GHSA-m842-4qm8-7gpq,
,lockfile,gradio,1.5.0,PyPI,GHSA-prpg-p95c-32fv,MODERATE,CVE-2024-12217,"CWE-22,CWE-41",CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:N/A:N,GHSA-prpg-p95c-32fv,
,lockfile,gradio,1.5.0,PyPI,GHSA-qh6x-j82h-vpf9,MODERATE,CVE-2024-1183,CWE-601,CVSS:3.0/AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:N/A:N,GHSA-qh6x-j82h-vpf9,
,lockfile,gradio,1.5.0,PyPI,GHSA-r364-m2j9-mf4h,HIGH,CVE-2024-2206,CWE-918,CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:L/A:L,GHSA-r364-m2j9-mf4h,
,lockfile,gradio,1.5.0,PyPI,GHSA-rhq2-3vr9-6mcr,CRITICAL,"CVE-2021-43831,PYSEC-2021-873",CWE-22,CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:N/VC:H/VI:H/VA:L/SC:N/SI:N/SA:N,"PYSEC-2021-873,GHSA-rhq2-3vr9-6mcr",
,lockfile,gradio,1.5.0,PyPI,GHSA-v4q9-qgqf-7jwp,MODERATE,CVE-2023-41626,CWE-434,CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:L/I:L/A:N,GHSA-v4q9-qgqf-7jwp,
,lockfile,gradio,1.5.0,PyPI,GHSA-xh2x-3mrm-fwqm,HIGH,"CVE-2024-47870,PYSEC-2024-218",CWE-362,CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:N/VC:L/VI:L/VA:H/SC:N/SI:N/SA:N,"PYSEC-2024-218,GHSA-xh2x-3mrm-fwqm",
,lockfile,gradio,1.5.0,PyPI,PYSEC-2021-873,,"CVE-2021-43831,GHSA-rhq2-3vr9-6mcr",,,"PYSEC-2021-873,GHSA-rhq2-3vr9-6mcr",
,lockfile,gradio,1.5.0,PyPI,PYSEC-2022-229,,"CVE-2022-24770,GHSA-f8xq-q7px-wg8c",,,"PYSEC-2022-229,GHSA-f8xq-q7px-wg8c",
,lockfile,gradio,1.5.0,PyPI,PYSEC-2023-16,,"CVE-2023-25823,GHSA-3x5j-9vwr-8rr5",,,"PYSEC-2023-16,GHSA-3x5j-9vwr-8rr5",
,lockfile,gradio,1.5.0,PyPI,PYSEC-2023-249,,"CVE-2023-51449,GHSA-6qm2-wpxq-7qh2",,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N,"PYSEC-2023-249,GHSA-6qm2-wpxq-7qh2",
,lockfile,gradio,1.5.0,PyPI,PYSEC-2023-255,,"CVE-2023-6572,GHSA-gqvf-3hgp-5hxv",,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:N,"PYSEC-2023-255,GHSA-gqvf-3hgp-5hxv",
,lockfile,gradio,1.5.0,PyPI,PYSEC-2023-90,,"CVE-2023-34239,GHSA-3qqg-pgqq-3695",,,"PYSEC-2023-90,GHSA-3qqg-pgqq-3695",
,lockfile,gradio,1.5.0,PyPI,PYSEC-2024-184,,"CVE-2024-4941,GHSA-6v6g-j5fq-hpvw",,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N,"PYSEC-2024-184,GHSA-6v6g-j5fq-hpvw",
,lockfile,gradio,1.5.0,PyPI,PYSEC-2024-196,,"CVE-2024-47084,GHSA-3c67-5hwx-f6wx",,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:L,"PYSEC-2024-196,GHSA-3c67-5hwx-f6wx",
,lockfile,gradio,1.5.0,PyPI,PYSEC-2024-197,,"CVE-2024-47166,GHSA-37qc-qgx6-9xjv",,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:N/A:N,"PYSEC-2024-197,GHSA-37qc-qgx6-9xjv",
,lockfile,gradio,1.5.0,PyPI,PYSEC-2024-198,,"CVE-2024-47168,GHSA-hm3c-93pg-4cxw",,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:L/I:N/A:N,"PYSEC-2024-198,GHSA-hm3c-93pg-4cxw",
,lockfile,gradio,1.5.0,PyPI,PYSEC-2024-199,,"CVE-2024-47869,GHSA-j757-pf57-f8r4",,CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:L/I:N/A:N,"PYSEC-2024-199,GHSA-j757-pf57-f8r4",
,lockfile,gradio,1.5.0,PyPI,PYSEC-2024-213,,"CVE-2024-47164,GHSA-77xq-6g77-h274",,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:L/A:N,"PYSEC-2024-213,GHSA-77xq-6g77-h274",
,lockfile,gradio,1.5.0,PyPI,PYSEC-2024-214,,"CVE-2024-47165,GHSA-89v2-pqfv-c5r9",,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:L/I:L/A:N,"PYSEC-2024-214,GHSA-89v2-pqfv-c5r9",
,lockfile,gradio,1.5.0,PyPI,PYSEC-2024-215,,"CVE-2024-47167,GHSA-576c-3j53-r9jj",,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,"PYSEC-2024-215,GHSA-576c-3j53-r9jj",
,lockfile,gradio,1.5.0,PyPI,PYSEC-2024-216,,"CVE-2024-47867,GHSA-8c87-gvhj-xm8m",,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:H/A:N,"PYSEC-2024-216,GHSA-8c87-gvhj-xm8m",
,lockfile,gradio,1.5.0,PyPI,PYSEC-2024-217,,"CVE-2024-47868,GHSA-4q3c-cj7g-jcwf",,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N,"PYSEC-2024-217,GHSA-4q3c-cj7g-jcwf",
,lockfile,gradio,1.5.0,PyPI,PYSEC-2024-218,,"CVE-2024-47870,GHSA-xh2x-3mrm-fwqm",,CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:H/I:H/A:H,"PYSEC-2024-218,GHSA-xh2x-3mrm-fwqm",
,lockfile,gradio,1.5.0,PyPI,PYSEC-2024-219,,"CVE-2024-47871,GHSA-279j-x4gx-hfrh",,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:N,"PYSEC-2024-219,GHSA-279j-x4gx-hfrh",
,lockfile,gradio,1.5.0,PyPI,PYSEC-2024-220,,"CVE-2024-47872,GHSA-gvv6-33j7-884g",,CVSS:3.1/AV:N/AC:L/PR:L/UI:R/S:C/C:L/I:L/A:N,"PYSEC-2024-220,GHSA-gvv6-33j7-884g",
,lockfile,gradio,2.0.0,PyPI,GHSA-26jh-r8g2-6fpr,LOW,,,CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:N/VC:N/VI:L/VA:N/SC:N/SI:N/SA:N/E:U,GHSA-26jh-r8g2-6fpr,
,lockfile,gradio,2.0.0,PyPI,GHSA-279j-x4gx-hfrh,HIGH,"CVE-2024-47871,PYSEC-2024-219",CWE-311,CVSS:4.0/AV:A/AC:L/AT:N/PR:N/UI:N/VC:H/VI:H/VA:N/SC:N/SI:N/SA:N,"PYSEC-2024-219,GHSA-279j-x4gx-hfrh",
,lockfile,gradio,2.0.0,PyPI,GHSA-34rf-p3r3-58x2,MODERATE,CVE-2024-34511,,CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:H/I:L/A:N,GHSA-34rf-p3r3-58x2,
,lockfile,gradio,2.0.0,PyPI,GHSA-37qc-qgx6-9xjv,MODERATE,"CVE-2024-47166,PYSEC-2024-197",CWE-22,CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:N/VC:L/VI:N/VA:N/SC:N/SI:N/SA:N/U:Green,"PYSEC-2024-197,GHSA-37qc-qgx6-9xjv",
,lockfile,gradio,2.0.0,PyPI,GHSA-3c67-5hwx-f6wx,HIGH,"CVE-2024-47084,PYSEC-2024-196","CWE-285,CWE-346",CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:P/VC:H/VI:H/VA:H/SC:N/SI:N/SA:N,"PYSEC-2024-196,GHSA-3c67-5hwx-f6wx",
,lockfile,gradio,2.0.0,PyPI,GHSA-3f95-mxq2-2f63,HIGH,CVE-2024-1728,CWE-22,CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N,GHSA-3f95-mxq2-2f63,
,lockfile,gradio,2.0.0,PyPI,GHSA-3gf9-wv65-gwh9,MODERATE,CVE-2024-48052,CWE-918,CVSS:4.0/AV:N/AC:L/AT:N/PR:L/UI:N/VC:H/VI:N/VA:N/SC:N/SI:N/SA:N/E:P,GHSA-3gf9-wv65-gwh9,
,lockfile,gradio,2.0.0,PyPI,GHSA-3qqg-pgqq-3695,MODERATE,"CVE-2023-34239,PYSEC-2023-90",CWE-20,CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:N/VC:L/VI:L/VA:L/SC:N/SI:N/SA:N,"PYSEC-2023-90,GHSA-3qqg-pgqq-3695",
,lockfile,gradio,2.0.0,PyPI,GHSA-3x5j-9vwr-8rr5,MODERATE,"CVE-2023-25823,PYSEC-2023-16",CWE-798,CVSS:4.0/AV:N/AC:L/AT:P/PR:N/UI:N/VC:N/VI:L/VA:L/SC:N/SI:L/SA:L,"PYSEC-2023-16,GHSA-3x5j-9vwr-8rr5",
,lockfile,gradio,2.0.0,PyPI,GHSA-48cq-79qq-6f7x,MODERATE,CVE-2024-1727,CWE-352,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:N/I:N/A:L,GHSA-48cq-79qq-6f7x,
,lockfile,gradio,2.0.0,PyPI,GHSA-4q3c-cj7g-jcwf,MODERATE,"CVE-2024-47868,PYSEC-2024-217","CWE-200,CWE-22",CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:N/VC:L/VI:N/VA:N/SC:N/SI:N/SA:N,"PYSEC-2024-217,GHSA-4q3c-cj7g-jcwf",
,lockfile,gradio,2.0.0,PyPI,GHSA-576c-3j53-r9jj,MODERATE,"CVE-2024-47167,PYSEC-2024-215",CWE-918,CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:N/VC:L/VI:L/VA:L/SC:N/SI:N/SA:N,"PYSEC-2024-215,GHSA-576c-3j53-r9jj",
,lockfile,gradio,2.0.0,PyPI,GHSA-5cpq-9538-jm2j,HIGH,CVE-2024-8966,CWE-400,CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,GHSA-5cpq-9538-jm2j,
,lockfile,gradio,2.0.0,PyPI,GHSA-6qm2-wpxq-7qh2,HIGH,"CVE-2023-51449,PYSEC-2023-249",CWE-22,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:L/A:L,"PYSEC-2023-249,GHSA-6qm2-wpxq-7qh2",
,lockfile,gradio,2.0.0,PyPI,GHSA-6v6g-j5fq-hpvw,HIGH,"CVE-2024-4941,PYSEC-2024-184","CWE-20,CWE-22",CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N,"PYSEC-2024-184,GHSA-6v6g-j5fq-hpvw",
,lockfile,gradio,2.0.0,PyPI,GHSA-77xq-6g77-h274,MODERATE,"CVE-2024-47164,PYSEC-2024-213",CWE-22,CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:N/VC:L/VI:L/VA:N/SC:N/SI:N/SA:N,"PYSEC-2024-213,GHSA-77xq-6g77-h274",
,lockfile,gradio,2.0.0,PyPI,GHSA-7v2w-h4gh-w5cv,MODERATE,CVE-2024-8021,CWE-601,CVSS:3.0/AV:N/AC:L/PR:N/UI:R/S:U/C:L/I:L/A:N,GHSA-7v2w-h4gh-w5cv,
,lockfile,gradio,2.0.0,PyPI,GHSA-89v2-pqfv-c5r9,MODERATE,"CVE-2024-47165,PYSEC-2024-214","CWE-285,CWE-346",CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:P/VC:L/VI:L/VA:N/SC:N/SI:N/SA:N,"PYSEC-2024-214,GHSA-89v2-pqfv-c5r9",
,lockfile,gradio,2.0.0,PyPI,GHSA-8c87-gvhj-xm8m,HIGH,"CVE-2024-47867,PYSEC-2024-216","CWE-345,CWE-494",CVSS:4.0/AV:N/AC:H/AT:N/PR:N/UI:A/VC:H/VI:H/VA:H/SC:N/SI:N/SA:N,"PYSEC-2024-216,GHSA-8c87-gvhj-xm8m",
,lockfile,gradio,2.0.0,PyPI,GHSA-973g-55hp-3frw,HIGH,CVE-2024-4325,CWE-918,CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:C/C:H/I:N/A:N,GHSA-973g-55hp-3frw,
,lockfile,gradio,2.0.0,PyPI,GHSA-f3h9-8phc-6gvh,HIGH,CVE-2024-0964,CWE-22,CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N,GHSA-f3h9-8phc-6gvh,
,lockfile,gradio,2.0.0,PyPI,GHSA-f8xq-q7px-wg8c,HIGH,"CVE-2022-24770,PYSEC-2022-229",CWE-1236,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,"PYSEC-2022-229,GHSA-f8xq-q7px-wg8c",
,lockfile,gradio,2.0.0,PyPI,GHSA-g6c9-f4xm-9j4x,MODERATE,CVE-2024-4940,CWE-601,CVSS:3.0/AV:N/AC:L/PR:N/UI:R/S:U/C:L/I:L/A:N,GHSA-g6c9-f4xm-9j4x,
,lockfile,gradio,2.0.0,PyPI,GHSA-g9cj-cfpp-4g2x,HIGH,CVE-2024-1561,CWE-29,CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N,GHSA-g9cj-cfpp-4g2x,
,lockfile,gradio,2.0.0,PyPI,GHSA-gqvf-3hgp-5hxv,CRITICAL,"CVE-2023-6572,PYSEC-2023-255","CWE-200,CWE-77",CVSS:3.0/AV:N/AC:L/PR:L/UI:N/S:C/C:H/I:H/A:N,"PYSEC-2023-255,GHSA-gqvf-3hgp-5hxv",
